52.......6.9....8..3.2.9.1.....8......37.....4.....97..4..67.52.92..16341.5.2....,29,527618349619345287834279516971586423253794861486132975348967152792851634165423798
....951.645.....9.3....42...81.7.5..5...8.........6.2.12543..8..3....7..9..2...1.,29,278395146456721398319864275681972534542183967793546821125437689834619752967258413
.3.76..8..67.8.1......9.........14.2..3....9.54.6.....1.9.36..5.5.9........5..37.,27,231765984967482153485193726798351462613248597542679831179836245354927618826514379
3.5.2..4..9..........6.935.84.............1...32.478..2..4..7..9...864...6..3.9..,27,375128649698354217421679358846912573759863124132547896283495761917286435564731982
5364..7897..53.1.62.9.....4.5.....7......85....82......7.893...1.......7.6...5...,29,536421789784539126219786354951364278627918543348257961472893615195642837863175492
4.8.2......3.......7.9..3.5.....5..929..16.3..1....8...423....6..9..2.5.8..6..21.,28,458723691923561748671948325384275169297816534516439872142357986769182453835694217
..6....9..4.13.6.....4..3.535.6.8......2..5..21.....8.....82.3..8.37.4...9.54.8..,29,536827194947135628821469375359618247678294513214753986465982731182376459793541862
68....1..........39.3.28.564..216.....7...6....84..91....3...7...1.6..9.839.5....,29,684537129512649783973128456495216837127983645368475912246391578751862394839754261
...5.3..8....246...6278.3.....67........4....7..3.8.1.1.8.3.5..4.5..7...3...1..89,29,914563728837124695562789341283671954651942837749358216198436572425897163376215489
658..31.....1........5..36.3..4..5..4....6.8.12.8...3.5.2......81...74.......1.23,28,658723149943168275271549368386472591495316782127895634532684917819237456764951823
582.......3....5.8..4685..38....2.3....19.2..275.389....1...4.2.....9..........6.,28,582713649136924578794685123819562734463197285275438916351876492627349851948251367
..7.........49..8...8.15...5..83.1.......2.....2.5.9.379.5412......69.3..6...8.94,29,457283619216497385938615427579836142341972856682154973793541268824769531165328794
..9.2.........8.91.5..49...6...1......3....84.7.43.15.5.....4..73.594.....63.19..,29,819623547264758391357149862645817239123965784978432156591286473732594618486371925
....1....2...6..94.98.........28...6.3.6.1.7.6....4...12..7.....7.1..62536.9....8,28,746519382213768594598432167951287436432651879687394251125876943879143625364925718
